idea,descripcion,edad minima,edad maxima,nivel dificuldad,componentes
Creador de Tormentas,"Conviértete en el dios del clima. Cuando golpees la mesa simulando un trueno, tu programa debe hacer que la lámpara destelle en blanco rápidamente como un relámpago. ¡Coordina el sonido y la luz!",9,13,2,"Lamp, Noise Level"
La Mascota Robot Miedosa,"Tu mascota robot tiene miedo a la oscuridad si se despierta. Si hay silencio total, déjala dormir (luz apagada). Pero si detecta algún ruido, enciende una luz violeta suave para que no tenga miedo.",8,11,1,"Lamp, Noise Level"
Traductor Alienígena,"Los alienígenas no hablan con palabras, ¡hablan con colores! Usa tu voz para comunicarte. Habla bajito para decir 'Hola' (Azul), habla normal para decir 'Tengo hambre' (Verde) y grita para decir '¡Vamos a volar!' (Rojo).",9,12,2,"Lamp, Noise Level"
El Fantasma Asustadizo,"Hay un fantasma brillante en la habitación. Le gusta la oscuridad y el silencio. Si haces un ruido fuerte, el fantasma se asustará y desaparecerá (la luz se apaga) por 5 segundos antes de volver a aparecer.",8,11,2,"Lamp, Noise Level"
Recarga el Escudo de Energía,"¡La nave espacial se ha quedado sin energía! Debes gritar o hacer ruido constante para recargar el escudo. La luz se volverá más brillante a medida que mantengas el ruido. Cuando llegue al máximo brillo, ¡cambia a verde para despegar!",10,13,3,"Lamp, Noise Level"
Telégrafo de Espías,"Envía mensajes secretos a tu compañero al otro lado del salón. Si golpeas la mesa corto, la luz parpadea rápido. Si golpeas largo, la luz se mantiene más tiempo. ¡Crea tu propio código secreto!",11,15,3,"Lamp, Noise Level"
Trampa para Hermanos Menores,"Protege tu habitación. Coloca el sensor cerca de la puerta. Si alguien intenta entrar y hace ruido al abrir la manija, ¡activa la alarma policial! La luz debe parpadear rojo y azul rápidamente.",9,13,2,"Lamp, Noise Level"
El Desafío del Monje Zen,"¿Cuánto tiempo puedes permanecer en silencio absoluto? La luz será de un color azul relajante mientras estés callado. Al menor ruido, la luz se pondrá roja y perderás el desafío. ¡Intenta aguantar 1 minuto!",10,14,2,"Lamp, Noise Level"
Explorando la Cueva Oscura,"Estás en una cueva enorme. Cuando gritas '¡Hola!', el eco tarda en volver. Programa la luz para que se encienda 1 segundo después de que hagas un ruido, imitando el retorno de tu eco visual.",11,14,3,"Lamp, Noise Level"
La Llave Secreta,"Solo los miembros del club conocen el golpe secreto. Programa el sensor para que si escucha 'Toc-Toc' (dos ruidos rápidos), la luz se ponga verde y te deje entrar. Un solo golpe no debe hacer nada.",12,16,3,"Lamp, Noise Level"
Barra de Vida del Cantante,"Imagina que eres una estrella de rock. Tu voz tiene energía limitada. Empieza con luz verde. A medida que cantas (haces ruido), la luz va cambiando lentamente a amarillo y luego rojo. ¡Cuando llegue a rojo, debes descansar!",10,14,3,"Lamp, Noise Level"
Sincronización con el Dragón,Hay un dragón durmiendo y quieres respirar a su ritmo. La luz pulsa suavemente. Intenta exhalar fuerte justo cuando la luz esté más brillante para sincronizar tu respiración con la luz del dragón.,11,15,2,"Lamp, Noise Level"
El Bosque Encantado Roto,"Estás reparando una farola en un bosque embrujado. Funciona bien en silencio, pero cuando los insectos mágicos zumban (ruido constante), la luz empieza a fallar y parpadear. ¡Programa este efecto de 'fallo'!",9,12,2,"Lamp, Noise Level"
La Linterna del Explorador de Cuevas,"¡Estás a punto de entrar en una cueva oscura llena de tesoros! Programa tu equipo para que cuando actives el interruptor, tu linterna ilumine el camino con una luz blanca potente, y se apague para ahorrar batería cuando lo desactives.",6,8,1,"Lamp, Switch"
El Controlador de Tráfico de la Ciudad,El semáforo automático se ha roto y tú eres el oficial a cargo. Crea un programa que cambie la luz de Rojo a Verde y luego a Amarillo cada vez que presiones el interruptor para evitar atascos en la ciudad.,9,12,2,"Lamp, Switch"
El Telégrafo Espacial Secreto,"Necesitas enviar un mensaje secreto a la base lunar sin ser detectado por radio. Configura tu botón para que la luz solo brille mientras mantienes el dedo pulsado, permitiéndote enviar puntos y rayas en código Morse.",8,11,1,"Lamp, Switch"
La Patrulla de Policía en Acción,"¡Hay una emergencia en el banco! Programa la sirena de tu patrulla para que, al activar el interruptor, las luces parpadeen rápidamente entre rojo y azul para alertar a los demás conductores y llegar rápido a la escena.",8,10,2,"Lamp, Switch"
Luz Mágica de Cuentos para Dormir,"Te gusta leer antes de dormir, pero a veces te quedas dormido con la luz encendida. Crea una lámpara inteligente que, al presionar el botón, se encienda por 10 segundos y luego se apague suavemente por sí sola.",9,12,2,"Lamp, Switch"
El Collar de las Emociones,"Diseña una joya tecnológica que muestre cómo te sientes. Si el interruptor está apagado, muestra un azul tranquilo para 'Calma', pero si lo enciendes, cambia a un naranja brillante para mostrar 'Energía' o 'Felicidad'.",7,10,1,"Lamp, Switch"
La Fogata Virtual del Campamento,Es una noche fría en el bosque digital. Usa tu interruptor para 'encender' la leña. La luz debe parpadear en tonos naranjas y amarillos aleatorios para simular una llama real y mantenernos calientes.,10,13,3,"Lamp, Switch"
El DJ de la Fiesta Robótica,"¡Es hora de bailar! Programa las luces de la pista de baile para que, cuando actives el interruptor maestro, la lámpara parpadee en colores aleatorios muy rápido, creando un efecto de fiesta increíble.",8,11,2,"Lamp, Switch"
El Escudo de Luz Anti-Monstruos,"Los monstruos temen a la luz violeta suave. Programa tu escudo (lámpara) para que, al activar el interruptor de defensa, emita una luz violeta tenue que te proteja mientras duermes.",6,9,1,"Lamp, Switch"
El Botón del Concurso de TV,"Estás en un concurso de televisión y sabes la respuesta. Programa tu pulsador para que, en el momento exacto en que lo presiones, tu luz se ponga verde brillante para indicar al presentador que quieres responder.",7,10,1,"Lamp, Switch"
El Faro del Puerto Brumoso,"Los barcos necesitan guiarse en la niebla. Crea un programa para el faro donde, al encender el sistema, la luz aumente y disminuya de brillo suavemente una y otra vez, guiando a los marineros a casa.",10,13,3,"Lamp, Switch"
El Laboratorio de Colores Mágicos,"Eres un alquimista de la luz. Tienes tres pociones: Roja, Verde y Azul. Configura tu varita (interruptor) para que cada vez que hagas un 'clic', cambies al siguiente ingrediente (color) en tu ciclo de pociones.",9,12,2,"Lamp, Switch"
La Trampa del Agente Secreto,"Estás protegiendo un diamante valioso. Configura una alarma visual silenciosa: si un ladrón activa el interruptor de la puerta, la luz debe parpadear en rojo urgentemente para avisarte sin que el ladrón lo oiga.",8,11,2,"Lamp, Switch"
Despertador Solar Artificial,"¡Arriba, dormilón! Programa un sol artificial. Cuando actives el interruptor por la mañana, la luz debe comenzar apagada y volverse amarilla brillante poco a poco durante 5 segundos para un despertar natural.",11,14,3,"Lamp, Switch"
El Cazador de Fantasmas,Un fantasma (la luz) aparecerá de repente. Tu misión es 'atraparlo' apagando tu interruptor en cuanto veas la luz encenderse. ¿Puedes programar la lógica para apagar la luz cuando presiones el botón?,8,12,2,"Lamp, Switch"
Guía de Aterrizaje OVNI,"Tus amigos alienígenas quieren visitar la Tierra. Construye una baliza de aterrizaje que, al encenderse, emita dos destellos blancos rápidos seguidos de una pausa, repitiendo el ciclo para mostrarles dónde aparcar la nave.",9,12,2,"Lamp, Switch"
La Computadora de un Solo Bit,"¡Vamos a construir la computadora más pequeña del mundo! Tiene una memoria de 1 bit. Si el interruptor es 1 (encendido), la luz debe mostrar el dato (encendida). Si es 0, la luz se apaga. ¡Es el lenguaje de las máquinas!",12,15,1,"Lamp, Switch"
Eco-Luz del Futuro,"En el futuro, la energía es muy valiosa. Diseña una lámpara que sea imposible de dejar encendida por accidente. Solo debe iluminar mientras tu dedo esté presionando activamente el botón, apagándose al soltarlo.",6,9,1,"Lamp, Switch"
El Creador de Tormentas,"Estás a cargo de los efectos especiales de una obra de teatro. Cuando el villano entre, presiona el interruptor para crear 'rayos': destellos blancos aleatorios y rápidos que asusten a la audiencia.",10,13,2,"Lamp, Switch"
El Corazón del Robot,"Acabas de construir un robot y necesita un corazón. Programa la lámpara roja para que, al encender el robot (interruptor), pulse rítmicamente (bum-bum... bum-bum) para mostrar que está vivo.",8,11,2,"Lamp, Switch"
La Linterna del Explorador de Cuevas Oscuras,"¡Te estás adentrando en una cueva misteriosa y necesitas luz! En esta actividad, los estudiantes programarán su propia herramienta de supervivencia. Aprenderán a crear una linterna que no solo se enciende, sino que guarda su estado. El desafío es lograr que un solo botón controle ambas acciones (encender y apagar) usando variables para recordar si la luz está activa o no, vital para no quedarse a oscuras.",8,10,1,"Lamp, Touch Button"
El Mensajero Espía y el Código Secreto,"Eres un espía en una misión encubierta y necesitas enviar un mensaje silencioso a tu compañero. Los estudiantes crearán un dispositivo de comunicación que solo ilumina la lámpara mientras mantienen el dedo en el botón. Aprenderán la diferencia entre un interruptor y un pulsador momentáneo, y practicarán el envío de mensajes secretos como 'SOS' usando patrones de luz cortos y largos.",9,12,1,"Lamp, Touch Button"
El Controlador de Tráfico de la Ciudad Futura,"¡El tráfico en la ciudad es un caos y tú eres el encargado de arreglarlo! Los estudiantes programarán un semáforo inteligente. Cada vez que toquen el botón, deberán cambiar el color de la lámpara siguiendo la secuencia correcta: Rojo (parar), Amarillo (precaución) y Verde (avanzar). Deberán usar lógica condicional anidada o contadores para saber qué color toca mostrar a continuación.",10,13,2,"Lamp, Touch Button"
El Creador de Ambientes Mágicos para Hechiceros,"Los estudiantes se convierten en aprendices de magia que deben iluminar su torre. Crearán una lámpara que cambia de color con cada toque mágico. El desafío computacional es utilizar listas o arreglos (arrays) para almacenar una paleta de colores 'mágicos' y recorrerlos uno por uno con cada pulsación del botón, volviendo al principio de la lista cuando llegan al final.",11,14,2,"Lamp, Touch Button"
Baliza de Rescate en la Isla Desierta,"¡Has naufragado! Necesitas configurar una baliza de emergencia que funcione sola mientras buscas comida. Los estudiantes programarán un botón de pánico que, al ser presionado, activa un bucle automático de luces. Aprenderán sobre bucles de repetición y temporizadores (esperas) para crear el patrón exacto de tres destellos rápidos, tres lentos y tres rápidos sin tener que pulsar el botón repetidamente.",10,13,2,"Lamp, Touch Button"
Desafío de Reflejos del Caballero Jedi,"Entrena tus sentidos Jedi. La lámpara se encenderá en un momento sorpresa y debes ser el más rápido de la galaxia en desactivarla. Los estudiantes programarán una espera aleatoria y luego medirán el tiempo de reacción. Si el jugador presiona el botón inmediatamente después de que la luz se enciende, la lámpara se pone verde (victoria); si lo presiona antes, roja (falta).",12,15,3,"Lamp, Touch Button"
El DJ de la Fiesta Galáctica Intermitente,"¡Es hora de la fiesta en la nave espacial! Los estudiantes programarán el sistema de iluminación de la pista de baile. Al activar el botón, la lámpara debe entrar en un bucle frenético de encendido y apagado muy rápido. El desafío es manejar el bucle infinito que solo se rompe o detiene cuando se vuelve a presionar el botón, controlando el flujo del programa.",10,13,2,"Lamp, Touch Button"
El Espantamonstruos con Temporizador Mágico,"Los monstruos debajo de la cama odian la luz. Los estudiantes crearán una lámpara de seguridad que les da tiempo para meterse en la cama antes de apagarse. Al tocar el botón, la luz se enciende en un tono cálido. Deberán programar una función de 'espera' o 'delay' prolongado antes de enviar la orden de apagar la lámpara automáticamente, introduciendo el concepto de automatización temporal.",8,11,1,"Lamp, Touch Button"
Patrulla Espacial en Misión de Rescate,"¡Emergencia! La Patrulla Espacial necesita activar sus sirenas. Los estudiantes programarán una secuencia que alterna colores rojo y azul repetidamente. Aprenderán a anidar un bucle dentro de una condición: mientras el 'interruptor' de la sirena esté activo (variable booleana), la luz debe cambiar de color constantemente. Es un ejercicio excelente para entender estados activos y bucles visuales.",9,12,2,"Lamp, Touch Button"
La Ruleta de la Suerte Cromática,"¿Quién será el primero en jugar? ¡Deja que la luz decida! Los estudiantes crearán un juego de azar. Mientras presionan el botón, la luz cicla colores rápidamente. Al soltar, el programa debe seleccionar un color aleatorio final y mantenerlo. Este desafío introduce la generación de números aleatorios asignados a propiedades visuales como el color de la lámpara.",11,14,2,"Lamp, Touch Button"
El Escudo de Privacidad de la Base Secreta,"Protege tu base secreta de intrusos (o hermanos menores). Los estudiantes programarán un sistema de estado binario. Un toque pone la luz en Rojo (Escudo Activo/Ocupado), otro toque la pone en Verde (Escudo Desactivado/Pase). Aprenderán sobre variables booleanas (True/False) para representar dos estados opuestos y cómo visualizarlos con colores semánticos.",9,12,1,"Lamp, Touch Button"
Doctor Robot: Monitor de Signos Vitales,"Los estudiantes diseñarán el corazón de un robot. El desafío es programar un patrón rítmico que no sea uniforme. A diferencia de un parpadeo normal, un latido tiene ritmo (pum-pum... pausa). Deberán secuenciar comandos de encendido y apagado con tiempos de espera precisos y diferentes para lograr el efecto orgánico del latido mientras el sistema esté encendido.",11,14,2,"Lamp, Touch Button"
El Contador de Pasos del Gigante,"El Gigante quiere saber cuántos pasos ha dado. Los estudiantes crearán un contador. Cada vez que toquen el botón, una variable interna sumará 1. Si la cuenta llega a 5 (o un número X), la lámpara celebrará con un color especial y reiniciará la cuenta. Esto enseña el concepto de variables acumulativas, condicionales de umbral y reinicio de variables.",10,13,2,"Lamp, Touch Button"
La Llave Rítmica de la Bóveda del Tesoro,"La bóveda solo se abre si conoces el toque secreto. Los estudiantes se enfrentan a un desafío lógico avanzado: detectar patrones. Simplificado, pueden programar que se necesiten exactamente 3 toques en menos de 2 segundos para encender la luz verde. Si lo hacen muy lento, se pone roja. Introduce la medición de tiempo entre eventos.",13,16,3,"Lamp, Touch Button"
El Guardián del Faro en la Tormenta,"Los barcos necesitan guía. Los estudiantes programarán un faro. En lugar de un parpadeo brusco, intentarán simular el giro de la luz. Usarán bucles para cambiar el brillo o el color gradualmente (si es posible) o crearán un patrón de 'Largo encendido, Corto apagado' muy lento. El objetivo es transmitir calma y constancia mediante el control preciso de los tiempos.",10,13,2,"Lamp, Touch Button"
El Oráculo Digital de la Sabiduría,"Construye un oráculo que responde a todas tus dudas. Los estudiantes programarán una 'Bola 8 Mágica' con luz. Al tocar el botón, el programa debe generar un efecto de 'pensando' (parpadeo blanco) y luego usar una condición aleatoria (50/50) para encender la luz Verde o Roja. Es perfecto para entender la probabilidad básica y las sentencias IF/ELSE con valores aleatorios.",9,12,2,"Lamp, Touch Button"
La Fogata Digital para Cuentos de Terror,"Prepara el ambiente para contar historias de miedo. Los estudiantes crearán un fuego artificial. El reto es usar la función 'Random' (Aleatorio) no solo para el color (entre rojo y naranja) sino también para los tiempos de espera. Esto hace que la luz parpadee de forma irregular como una llama real, enseñando cómo el caos controlado puede simular la naturaleza.",11,14,3,"Lamp, Touch Button"
La Bombilla Embrujada de la Mansión,"¡Esta casa está encantada! Los estudiantes programarán una luz que 'falla' a propósito. Al tocar el botón, en lugar de encenderse normal, la luz debe comportarse de forma impredecible: parpadeos cortos, apagones repentinos o no encenderse en absoluto. Aprenderán a romper la relación lógica directa 1:1 entre entrada y salida para crear comportamientos narrativos.",10,13,2,"Lamp, Touch Button"
El Entrenador de Dientes Brillantes,"¡Asegúrate de cepillarte el tiempo suficiente! Los estudiantes crearán un temporizador visual. Al iniciar, la luz será verde. Deberán usar una función de espera larga (o un bucle contador) para mantenerla así. Luego, programarán una secuencia de advertencia (amarillo parpadeante) antes de apagarla. Es una aplicación práctica de la programación para resolver problemas de la vida diaria.",8,11,1,"Lamp, Touch Button"
El Botón de la Victoria del Concurso de TV,"¡Sé el primero en responder! Los estudiantes simularán un pulsador de concurso. La lógica clave es el 'bloqueo': una vez que se presiona el botón y la luz se enciende, presionar el botón de nuevo no debe cambiar nada (no debe apagarse inmediatamente) para que el juez vea quién ganó. Se introduce el concepto de cambio de estado que requiere un reinicio manual.",10,13,2,"Lamp, Touch Button"
El Guardián de los Sueños,"Programa a tu 'Guardián' para que duerma cuando hay luz, pero si detecta que la habitación se oscurece para dormir, despierte mostrando unos ojos protectores en la pantalla para cuidarte toda la noche.",7,9,1,"LED Matrix, Light Intensity"
Recargando el Robot Mars Rover,¡Tu Rover está en Marte! Necesita energía solar. Escribe un código que llene la barra de batería en la pantalla proporcionalmente a cuánta luz de linterna (sol) le apuntes al sensor.,10,13,2,"LED Matrix, Light Intensity"
La Cueva del Dragón Dormido,"El dragón duerme tranquilo. Si tu mano pasa sobre el sensor y crea una sombra, el dragón se despierta y muestra una cara enojada en la matriz. ¡No lo despiertes!",9,11,2,"LED Matrix, Light Intensity"
Agente Secreto: Mensajes en la Oscuridad,Eres un espía. El código de la misión es ultra secreto y solo debe aparecer cuando escondes el dispositivo bajo tu manta o en una caja oscura. Programa la pantalla para revelar el código solo si la luz es cero.,8,11,1,"LED Matrix, Light Intensity"
Tamagotchi Botánico,"Tu planta digital necesita sol para vivir. Crea un programa donde la planta sonría si la pones cerca de una ventana (luz alta), pero llore si la dejas en un cajón oscuro.",7,10,1,"LED Matrix, Light Intensity"
Ojo de Gato Robótico,"Los gatos tienen ojos increíbles. Programa la matriz para dibujar una pupila que se hace muy fina (una línea) cuando apuntas con una linterna, y se hace redonda y grande cuando apagas la luz.",10,13,2,"LED Matrix, Light Intensity"
El Vampiro Digital,"Tu dispositivo es un vampiro alérgico al sol. Si detecta luz brillante, debe mostrar una animación de 'quemadura' o calavera. Mantenlo a salvo en la sombra.",8,12,1,"LED Matrix, Light Intensity"
Comunicador Intergaláctico,"Estás en una nave espacial. Usa tu linterna para enviar señales a la base. Programa el sistema para que cada vez que reciba un 'flash' de luz, encienda un nuevo píxel en la matriz hasta completar el mensaje.",11,14,3,"LED Matrix, Light Intensity"
Frasco de Luciérnagas Virtuales,"Atrapa la magia del bosque. Crea un programa que, al apagar las luces del aula, haga que aparezcan puntitos de luz parpadeando aleatoriamente en la pantalla como si fueran luciérnagas en un frasco.",10,13,3,"LED Matrix, Light Intensity"
La Trampa del Cofre del Tesoro,"Protege tus tesoros. Coloca el dispositivo dentro de una caja cerrada. Programa una trampa: si alguien abre la caja y entra luz, la pantalla debe mostrar una cuenta regresiva de explosión.",9,12,2,"LED Matrix, Light Intensity"
Ventana Meteorológica Inteligente,"¿Está soleado o nublado? No mires afuera, mira tu dispositivo. Prográmalo para que dibuje un Sol brillante si el sensor recibe mucha luz, o una Nube si la luz es tenue.",8,10,1,"LED Matrix, Light Intensity"
Sopla la Vela de Cumpleaños,¡Pide un deseo! Dibuja una vela encendida en la matriz. El reto es hacer que se apague cuando pasas tu mano rápidamente sobre el sensor (simulando soplar o tapar el aire).,8,11,2,"LED Matrix, Light Intensity"
Misión Imposible: Rayos Láser,"Protege el diamante del museo. Apunta una linterna fijamente al sensor. Si un ladrón pasa y corta el rayo de luz (la intensidad baja), ¡activa la alarma visual en la pantalla!",10,13,2,"LED Matrix, Light Intensity"
El Gran Eclipse Solar,Recrea un evento astronómico. Usa una lámpara como Sol. Mueve tu mano lentamente sobre el sensor. Programa la matriz para mostrar cómo la Luna cubre el Sol paso a paso.,11,14,2,"LED Matrix, Light Intensity"
Explorador de Cavernas Profundas,"Estás perdido en una cueva. Si está oscuro, tu radar (animación giratoria) debe estar buscando la salida. En cuanto detectes luz natural, muestra una flecha indicando '¡Salida encontrada!'",9,12,2,"LED Matrix, Light Intensity"
El Espejo Camaleón,"¿Puede tu tecnología imitar a la naturaleza? Crea un patrón que brille intensamente si la habitación tiene mucha luz, pero que se atenúe y casi desaparezca si apagas la luz.",10,13,2,"LED Matrix, Light Intensity"
Reflejos Ninja: Apaga la Luz,"Entrenamiento Ninja. Cuando la matriz muestre un 'Flash', debes cubrir el sensor con tu mano instantáneamente para dejarlo a oscuras. Si eres rápido, ganarás un punto.",10,14,3,"LED Matrix, Light Intensity"
Gallo Madrugador Tecnológico,Eres un gallo robot. Tu misión es despertar a la granja. Programa el sensor para detectar cuando sale el sol (aumenta la luz) y muestra un 'Kikirikí' visual en la pantalla.,7,10,1,"LED Matrix, Light Intensity"
Cazador de Estrellas Perdidas,"En la ciudad no se ven las estrellas por las luces. Crea un simulador: si hay mucha luz en el sensor, la pantalla está vacía. Si tapas el sensor (oscuridad de campo), ¡aparecen las estrellas!",9,12,2,"LED Matrix, Light Intensity"
El Mago de las Ondas,"Crea un instrumento musical visual. Sin tocar el dispositivo, mueve tu mano arriba y abajo sobre el sensor. La sombra de tu mano debe hacer que las barras en la pantalla suban y bajen mágicamente.",11,14,3,"LED Matrix, Light Intensity"
El Guardián de las Galletas,"¡Protege tus dulces! Coloca el dispositivo dentro del tarro de galletas. Si un 'ladrón' mueve el tarro, el sensor de movimiento lo detectará y la Matriz LED mostrará una cara enojada parpadeante para ahuyentarlo.",8,11,1,"LED Matrix, Motion"
Explorador de la Selva,"Estás en una expedición. Debes caminar para avanzar en el mapa. Por cada 10 pasos que detecte el sensor (movimiento al caminar), la Matriz LED mostrará un nuevo símbolo de animal (pájaro, serpiente, mono) que has 'descubierto'.",9,12,2,"LED Matrix, Motion"
Dados de la Fortuna,"Crea tu propio juego de mesa. Para avanzar, agita el dispositivo con fuerza como si fuera un cubilete. Al detenerse el movimiento, la pantalla mostrará los puntos del dado para que muevas tu ficha.",8,12,1,"LED Matrix, Motion"
El Oráculo del Futuro,"Haz una pregunta sobre tu futuro (ej. '¿Sacaré buena nota?'). Agita el dispositivo mágicamente. Si el sensor detecta la agitación, el oráculo responderá mostrando un 'Check' (Sí) o una 'X' (No) en los LEDs.",7,10,1,"LED Matrix, Motion"
Cargador de Energía Espacial,¡Tu nave espacial se quedó sin energía! Debes agitar el 'generador' (el dispositivo) lo más rápido posible para llenar la barra de energía en la pantalla LED y poder despegar antes de que lleguen los alienígenas.,10,14,2,"LED Matrix, Motion"
Reflejos de Ninja,"Entrena como un ninja. Espera a que la Matriz LED muestre un punto central. En ese instante exacto, lanza un 'golpe' (mueve el dispositivo rápido) para ver tu tiempo de reacción. Si te mueves antes, pierdes.",11,15,3,"LED Matrix, Motion"
El Monstruo Dormilón,"Tu mascota digital está hibernando (La pantalla muestra 'Zzz'). Para despertarla y jugar, debes agitarla suavemente. Si dejas de moverla por mucho tiempo, se volverá a dormir.",6,9,1,"LED Matrix, Motion"
Laboratorio de Temblores,"Construye una torre de bloques sobre la mesa donde está el dispositivo. Golpea la mesa para simular un terremoto. Si la estructura es inestable y vibra demasiado, la Matriz LED mostrará una señal de 'PELIGRO'.",10,13,2,"LED Matrix, Motion"
La Bomba de Tiempo,"Pásense el dispositivo en círculo con mucho cuidado. Si lo agitas demasiado fuerte al pasarlo O se acaba el tiempo secreto, la pantalla mostrará una explosión. ¡No dejes que explote en tus manos!",8,12,2,"LED Matrix, Motion"
Aprendiz de Hechicero,Convierte tu dispositivo en una varita. Aprende el hechizo 'Lumos': haz un movimiento seco hacia adelante con la mano y la Matriz LED se iluminará completamente como una linterna mágica.,9,13,3,"LED Matrix, Motion"
Luz de Freno Inteligente,"Diseña una luz para tu mochila o bici. Mientras te mueves constante, la luz parpadea. Pero si el sensor detecta que frenas de golpe (desaceleración), la Matriz se pone roja fija para avisar a los demás.",12,16,3,"LED Matrix, Motion"
Cine de Bolsillo,"Eres el proyeccionista. Tienes una animación de un hombre corriendo. Inclina el dispositivo a la derecha (movimiento en X) para avanzar la película cuadro por cuadro. Si paras, la película se congela.",10,14,2,"LED Matrix, Motion"
Insignia Disco,"Colócate el dispositivo en la ropa. Mientras más bailes y saltes, más rápido cambiarán los patrones de luces en la pantalla. Si te quedas quieto, las luces se apagan. ¡Que no pare la fiesta!",7,11,2,"LED Matrix, Motion"
Pizarra Etch-A-Sketch,"Dibuja puntos en la pantalla (usando botones u otra lógica). Cuando quieras empezar de nuevo, agita el dispositivo con fuerza como una pizarra mágica antigua para borrar todo el dibujo instantáneamente.",8,12,1,"LED Matrix, Motion"
Entrenador de Tenis,Sujeta el dispositivo (con seguridad) y simula un golpe de raqueta. El sensor medirá la velocidad de tu brazo y la pantalla te dará una puntuación del 1 al 9. ¿Podrás llegar al nivel 9?,10,15,3,"LED Matrix, Motion"
La Carrera del Huevo,"Imagina que llevas un huevo en una cuchara. Camina con el dispositivo plano. Si das un paso demasiado fuerte o saltas, la pantalla mostrará un huevo roto y perderás. ¡Llega a la meta sin romperlo!",6,10,1,"LED Matrix, Motion"
Salto en Paracaídas,"Lanza el dispositivo (hacia algo suave como una cama). Mientras está en el aire cayendo, la pantalla mostrará una flecha hacia abajo. Cuando detecte el impacto (aterrizaje), mostrará una carita feliz.",9,13,2,"LED Matrix, Motion"
Controlador de Tráfico Aéreo,"Eres un controlador aéreo. Mueve el dispositivo bruscamente hacia la izquierda para que la flecha señale a la izquierda, o a la derecha para señalar a la derecha, guiando a los aviones imaginarios.",8,12,2,"LED Matrix, Motion"
Cazafantasmas,"Camina sigilosamente por la habitación oscura. Si el sensor detecta micro-movimientos (o vibraciones aleatorias), la matriz parpadeará con un icono de fantasma. ¡Encuentra dónde se esconden!",7,11,1,"LED Matrix, Motion"
Estatuas Musicales,"Cuando la Matriz muestra una nota musical, baila (mueve el dispositivo). Cuando muestre un signo de PARE, ¡congélate! Si el sensor detecta movimiento durante el PARE, quedas eliminado.",6,10,2,"LED Matrix, Motion"
La Discoteca de Píxeles,"¡Conviértete en el DJ de la fiesta! Programa tu matriz para que las luces bailen al ritmo de tu canción favorita. Cuanto más fuerte cantes o aplaudas, más altas serán las torres de luz. ¿Podrás llenar toda la pantalla con tu grito más fuerte?",10,14,2,"LED Matrix, Noise Level"
El Robot Ventrílocuo,"Crea tu propio amigo robot que mueve los labios cuando tú hablas. Dibuja una cara con la boca cerrada y otra con la boca abierta. Luego, programa el código para que el robot te imite cada vez que detecte tu voz.",8,12,1,"LED Matrix, Noise Level"
El Guardián del Silencio,"Ayuda a la bibliotecaria a mantener la paz. Diseña un sistema de alerta que muestre una carita sonriente cuando todos estudian en silencio, pero que ponga una cara muy enfadada si alguien empieza a hablar fuerte.",9,13,1,"LED Matrix, Noise Level"
Sopla las Velas del Pastel,"¡Es un cumpleaños digital! Dibuja una vela encendida en la matriz. El desafío es programarla para que, cuando soples fuerte cerca del sensor (haciendo ruido de viento), la vela se apague mágicamente.",8,11,2,"LED Matrix, Noise Level"
No Despiertes al Monstruo,"Shhh... el monstruo de los píxeles está durmiendo. Tu misión es moverte por la habitación sin hacer ruido. Si haces un sonido fuerte, el monstruo abrirá sus ojos gigantes en la pantalla y perderás el juego.",7,10,1,"LED Matrix, Noise Level"
Entrenamiento Ninja: Pasos de Pluma,"¿Tienes lo necesario para ser un ninja? Configura la sensibilidad al máximo. Debes caminar cerca del dispositivo sin que la matriz cambie su icono. Si eres demasiado ruidoso, ¡el ojo que todo lo ve te descubrirá!",10,14,2,"LED Matrix, Noise Level"
Canta para tu Jardín,"Dicen que a las plantas les gusta la música. Crea una semilla digital (un punto) que crezca poco a poco cada vez que le cantes una canción. Si mantienes el ritmo, ¡verás cómo florece una hermosa flor pixelada!",9,12,3,"LED Matrix, Noise Level"
El Interruptor Mágico,"¡Siéntete como un mago en una casa inteligente! Programa tu matriz para que se encienda una bombilla dibujada cuando aplaudas una vez, y se apague cuando vuelvas a aplaudir. Aprenderás sobre 'estados' y 'conmutadores'.",11,15,3,"LED Matrix, Noise Level"
Comunicador Intergaláctico,"Has contactado con alienígenas, pero no hablan tu idioma. Habla al micrófono y observa cómo tu voz se transforma en extraños símbolos en la pantalla. ¿Qué patrón aparecerá si dices 'Hola'?",8,11,2,"LED Matrix, Noise Level"
El Recolector de Gritos,Imagina que trabajas en la fábrica de energía de monstruos. Tienes que gritar tan fuerte y largo como puedas para cargar la batería (llenar la pantalla de luces) antes de que se agote el tiempo.,10,13,2,"LED Matrix, Noise Level"
Pirotecnia Sonora,"¡Crea tu propio espectáculo de Año Nuevo! Programa la pantalla para que esté oscura y tranquila, pero que lance hermosos fuegos artificiales de píxeles cada vez que aplaudas al ritmo de la música.",11,14,3,"LED Matrix, Noise Level"
La Voz de la Ópera,"¿Puede tu voz romper cristales? Muestra una copa elegante en la pantalla. Intenta alcanzar una nota alta y fuerte con tu voz. Si superas el límite, programa la pantalla para que la copa parezca hacerse pedazos.",9,13,2,"LED Matrix, Noise Level"
