idea,descripcion,edad minima,edad maxima,nivel dificuldad,componentes
El Desfile del Día Nacional,"Eres el líder de la banda. Debes guiar el desfile por la ciudad. Cuando gires al Norte (Compass), debes tocar el Tambor para marcar el ritmo de marcha. Cuando gires al Sur, debes detener los tambores y tocar el himno en el Teclado. ¡Mantén a la banda sincronizada!",8,11,1,"Compass, Musical Drum, Musical Keyboard"
Caballero vs Hechicero,"Un enemigo te ataca desde el Este. Gira rápido (Compass) para bloquear con tu escudo. Luego, contraataca: golpea el Tambor para dar un espadazo o toca una secuencia en el Teclado para lanzar un rayo. La estrategia cambia según el enemigo.",10,14,2,"Compass, Musical Drum, Musical Keyboard"
DJ Vuelta al Mundo,Viaja con tu música. Gira al Sur para activar ritmos de Samba. Usa el Tambor para añadir congas extra y el teclado para tocar una melodía de piano brasileño. Gira al Este para cambiar a música electrónica japonesa. ¡Crea una fusión global!,11,15,2,"Compass, Musical Drum, Musical Keyboard"
Drakkar en Alta Mar,"Capitanea tu barco vikingo. Mantén el rumbo al Oeste (Compass) hacia nuevas tierras. Golpea el Tambor rítmicamente (pum, pum, pum) para que tus remeros no se cansen. Si ves otro barco, toca la nota grave en el Teclado para intimidarlos.",9,12,2,"Compass, Musical Drum, Musical Keyboard"
El Chamán del Clima,"La sequía amenaza la aldea. Realiza el ritual antiguo: 1. Mira al Norte e invoca el trueno golpeando el Tambor fuerte. 2. Gira lentamente al Sur tocando una escala descendente en el Teclado para simular la caída de la lluvia. Si lo haces en orden, el cultivo crecerá.",7,10,1,"Compass, Musical Drum, Musical Keyboard"
La Bóveda del Banco Central,"Eres un experto en seguridad probando la bóveda definitiva. La combinación es espacial y sonora: Gira al Norte y da 3 golpes secos al Tambor. Luego gira al Este y toca 'Do-Re' en el Teclado. Si fallas un grado o una nota, la alarma sonará.",10,13,3,"Compass, Musical Drum, Musical Keyboard"
Parque Jurásico: Rastreo,"El radar indica un T-Rex al Noroeste. Gira hacia allá (Compass). Golpea el Tambor suavemente para imitar pasos y atraerlo. Cuando esté cerca, ¡toca rápidamente el acorde de 'Disparo' en el Teclado para lanzar la red antes de que te coma!",8,11,2,"Compass, Musical Drum, Musical Keyboard"
Jefe de Obra,"Construye la torre más alta. Gira la grúa (Compass) para llevar material. Al llegar al sitio, golpea el Tambor para clavar la viga con el martillo pilón. Luego, usa el Teclado para asegurar los remaches con precisión melódica.",9,12,1,"Compass, Musical Drum, Musical Keyboard"
Director de Orquesta Loco,"El director grita instrucciones. Si aparece una flecha, gira la Brújula. Si aparece un tambor, golpéalo. Si aparece un piano, toca una tecla. ¡El ritmo se acelera! Coordina movimiento y música para no ser despedido de la orquesta.",8,12,1,"Compass, Musical Drum, Musical Keyboard"
Ecolocalización Humana,"Estás perdido en una cueva. Gira buscando la salida. Da un golpe fuerte al Tambor. Si el sistema responde con un sonido de teclado claro, vas bien. Si responde con un sonido grave y sordo, hay una pared en esa dirección.",11,14,3,"Compass, Musical Drum, Musical Keyboard"
El Sheriff Más Rápido,"Es mediodía. Ponte de espaldas al objetivo. Espera la señal... ¡YA! Gira 180 grados rápidamente (Compass), golpea el Tambor (desenfundar) y toca la tecla más aguda (disparo). El sistema medirá tus reflejos en milisegundos.",10,13,2,"Compass, Musical Drum, Musical Keyboard"
Aeropuerto Melódico,Llegan aviones. El 'Vuelo Tambor' necesita aterrizar al Norte: gira al Norte y toca el Tambor. El 'Vuelo Piano' va al Sur: gira al Sur y toca el Teclado. No los mezcles o habrá un accidente musical.,11,14,3,"Compass, Musical Drum, Musical Keyboard"
Pesca de Altura,"Busca el banco de peces girando la Brújula. Cuando encuentres uno, el juego te pedirá un ritmo. Repite el patrón en el Tambor para enganchar al pez. Luego, mantén presionada una tecla del Teclado para subirlo al bote.",9,12,2,"Compass, Musical Drum, Musical Keyboard"
Director de Cine de Terror,"Crea una escena de miedo. Gira al Este para situarte en el 'Cementerio'. Toca el Tambor lento y constante para simular un corazón latiendo. Cuando llegue el susto, ¡aporrea el Teclado con acordes disonantes!",10,13,1,"Compass, Musical Drum, Musical Keyboard"
Dojo del Dragón,¡Enemigo a la izquierda! Gira rápido (Compass). Bloquea su patada golpeando el Tambor. Ahora es vulnerable: realiza tu combo final tocando una escala rápida en el Teclado. Gana el cinturón negro.,9,12,2,"Compass, Musical Drum, Musical Keyboard"
Expreso de Medianoche,Mantén el tren en marcha. Golpea el Tambor constantemente para mantener la presión de vapor. Llega un desvío: gira la Brújula a la derecha para cambiar la vía. ¡Cuidado con el cruce! Toca el silbato (Teclado) para avisar.,8,11,1,"Compass, Musical Drum, Musical Keyboard"
Primer Contacto,Recibimos señal desde la estrella Vega (Norte). Orienta la antena (Compass). El mensaje está en código binario sonoro. Usa el Tambor para los ceros y el Teclado para los unos. Decodifica el mensaje de paz.,12,15,3,"Compass, Musical Drum, Musical Keyboard"
Arquitecto Acústico,Decora tu habitación invisible. Mira a la pared Norte y golpea el Tambor para colgar un cuadro sonoro rítmico. Mira a la ventana Sur y toca el Teclado para poner cortinas musicales. Gira para escuchar tu obra completa.,13,16,3,"Compass, Musical Drum, Musical Keyboard"
Buscatesoros en la Playa,"Barre la arena moviendo el dispositivo de izquierda a derecha (Compass). Escucha el Tambor: si hace 'bip... bip...' no hay nada. Si hace 'bipbipbip' rápido, ¡hay oro! Detente y toca el Teclado repetidamente para cavar y sacarlo.",8,11,1,"Compass, Musical Drum, Musical Keyboard"
Comandante del Fuerte,"Estás rodeado. Gira la torreta (Compass) hacia los zombis. Si son grandes, usa el cañón pesado (Tambor). Si son rápidos y pequeños, usa la ametralladora láser (Teclado). No dejes que lleguen al centro.",10,13,2,"Compass, Musical Drum, Musical Keyboard"
El Baterista Giratorio,"Conviértete en un músico que toca una batería gigante invisible. Los estudiantes programarán la aplicación para que, dependiendo de hacia dónde miren (Norte, Sur, Este, Oeste), el 'micrófono' (Sensor de Ruido) active un sonido de tambor diferente (Bombo, Caja, Platillo) cuando detecte un aplauso.",10,14,2,"Compass, Musical Drum, Noise Level"
Misión: Ninja Sigiloso,"¡Eres un ninja infiltrándote en un castillo! Debes girar tu cuerpo para mirar hacia la salida (Norte) sin despertar a los guardias. Si el sensor de ruido detecta tus pasos o respiración fuerte mientras giras, la alarma (Tambor) sonará y perderás la misión.",8,12,1,"Compass, Musical Drum, Noise Level"
El Ladrón de Cajas Fuertes,"¡Descifra la combinación secreta! Los estudiantes deben encontrar el ángulo correcto (por ejemplo, Sur-Este). Una vez en posición, deben dar una palmada seca (Ruido) para intentar abrir el cerrojo. Si la posición es correcta, el tambor hará un sonido de 'clic' victorioso.",11,15,3,"Compass, Musical Drum, Noise Level"
El Murciélago Ciego,"Juega como un murciélago buscando comida en la oscuridad. Gira buscando una polilla invisible. Emite un chillido (Ruido); si estás mirando en la dirección correcta (Brújula), escucharás un rebote sónico (Tambor). ¡Usa tus oídos para orientarte!",9,13,2,"Compass, Musical Drum, Noise Level"
Cazadores de Espectros,"Tu dispositivo rastrea energía espectral. Gira lentamente hasta encontrar la señal. ¡Cuidado! Cuando encuentres al fantasma (dirección correcta), debes quedarte totalmente callado (Ruido = 0). Si gritas del susto, el fantasma golpeará (Tambor) y escapará.",10,14,2,"Compass, Musical Drum, Noise Level"
El Maestro del Viento,"Controla una orquesta mágica con tu aliento. Mira hacia el Norte para los timbales o al Sur para los platillos. Sopla suavemente en el micrófono para un ritmo lento, o sopla fuerte como un huracán para que los tambores toquen frenéticamente.",8,12,1,"Compass, Musical Drum, Noise Level"
Capitán de la Tormenta,"Eres el capitán de un barco en un huracán. Tus compañeros de clase harán ruido de viento y lluvia. Si el ruido es muy fuerte, tu barco se desviará. Debes luchar contra el ruido y girar para mantener tu barco apuntando siempre al Norte mientras suenan los truenos.",11,15,3,"Compass, Musical Drum, Noise Level"
Brújula Loca: Gira y Grita,"Un juego de reflejos rápidos. La app te dirá '¡Norte y Grita!' o '¡Oeste y Silencio!'. Debes girar tu cuerpo rápidamente a la dirección correcta y hacer (o no hacer) ruido. Si fallas, ¡un triste sonido de tambor te eliminará!",9,13,2,"Compass, Musical Drum, Noise Level"
Escuela de Magia Elemental,"Aprende a lanzar hechizos. Apunta tu varita (dispositivo) al Este para invocar fuego y grita '¡Ignis!'. Si la dirección es correcta y el volumen de tu voz es lo suficientemente alto, escucharás el estruendo mágico (Tambor) de tu hechizo.",7,11,1,"Compass, Musical Drum, Noise Level"
Torre de Control: ¡Aterrizaje!,"Los aviones se acercan desde todas direcciones. La pantalla te dice 'Avión desde el Sur'. Gira al Sur y da la orden '¡Aterrice!' (Ruido fuerte). Si no miras al lugar correcto a tiempo, o no hablas fuerte, escucharás un choque (Tambor).",10,13,2,"Compass, Musical Drum, Noise Level"
El Despertador Imposible,Diseña la alarma más molesta del mundo. El tambor no dejará de sonar hasta que el usuario demuestre que está despierto. ¿Cómo? Girando hacia el Este (donde sale el sol) y gritando fuerte para apagarla.,12,16,2,"Compass, Musical Drum, Noise Level"
Safari de Supervivencia,"Explora la selva con tu brújula. Si vas al Norte, todo está bien. Pero si giras al Oeste, entras en territorio de leones. El dispositivo detectará si haces ruido: si estás en zona peligrosa y hablas, ¡el león rugirá (Tambor)!",8,12,1,"Compass, Musical Drum, Noise Level"
DJ Brújula Mix,"¡Eres el DJ! Tu cuerpo es la mesa de mezclas. Mira al Norte para el ritmo base. Gira al Este para añadir platillos. Pide a tus amigos que aplaudan (Ruido); cuanto más fuerte aplaudan, más rápido irá el ritmo del tambor.",12,16,3,"Compass, Musical Drum, Noise Level"
Escapa del Laberinto Oscuro,"Estás atrapado en un laberinto sin luz. Para saber si puedes avanzar, mira hacia una dirección y grita '¡Hola!'. Si el camino está libre, escucharás un eco agradable. Si hay una pared, escucharás un golpe seco de tambor. ¡Encuentra la salida!",10,14,3,"Compass, Musical Drum, Noise Level"
Contacto Alienígena,"Sintoniza tu radio espacial girando hasta encontrar la señal clara. Una vez conectado, los aliens esperan un saludo. Haz ruidos cortos y largos con tu voz. Si el patrón es correcto, la nave responderá con una secuencia de tambores.",9,13,2,"Compass, Musical Drum, Noise Level"
El Tambor Melódico,"Crea un instrumento nuevo. Cuando miras al Norte, el tambor suena grave. A medida que giras hacia el Sur, el sonido se vuelve más agudo. Da palmadas mientras giras para tocar una melodía usando solo la orientación de tu cuerpo.",11,15,2,"Compass, Musical Drum, Noise Level"
Estatuas Musicales Cardinales,"Baila mientras suena el tambor. Cuando la música pare, la pantalla dirá '¡NORTE!'. Debes congelarte mirando al Norte y no hacer ni un solo ruido. Si te mueves o ríes (Ruido detectado), quedarás eliminado.",6,10,1,"Compass, Musical Drum, Noise Level"
La Máquina de la Verdad,"Construye un detector de mentiras. Haz preguntas a tus amigos. Ellos deben mirar fijamente al Norte. Si desvían la mirada (la Brújula cambia) o se ríen nerviosamente (Ruido alto), el sensor activará el tambor para indicar: ¡MENTIRA!",10,14,2,"Compass, Musical Drum, Noise Level"
Carrera de Canoas,"Participa en una regata olímpica. Siéntate y gira el torso para dirigir la canoa. Para avanzar, debes gritar '¡Rema!' rítmicamente. El tambor marcará el paso. Si pierdes el ritmo o la dirección, tu canoa chocará.",9,13,2,"Compass, Musical Drum, Noise Level"
El Faro en la Niebla,"Eres la luz que guía a los barcos. Gira lentamente para iluminar el océano. Tus compañeros harán sonido de olas. Si escuchas un sonido muy fuerte (barco cerca), deja de girar y activa la sirena (Tambor) para avisarles del peligro.",7,11,1,"Compass, Musical Drum, Noise Level"
El DJ de la Rosa de los Vientos,"¡Conviértete en un DJ que mezcla música usando el planeta Tierra! Los estudiantes programarán el sistema para que, al apuntar al Norte y presionar el botón, suene un bombo; al Este, una caja; y así sucesivamente. Deben moverse físicamente para crear el ritmo perfecto.",8,11,1,"Compass, Musical Drum, Switch"
El Detector de Tesoros Piratas,"Estás buscando un tesoro enterrado exactamente al Sur. Los estudiantes crearán un detector de metales sonoro: cuando el interruptor esté activo, el tambor sonará lentamente si están lejos del Sur, y muy rápido (como un redoble) cuando apunten exactamente hacia el tesoro.",10,13,2,"Compass, Musical Drum, Switch"
La Bóveda Secreta del Banco,"¡Eres un espía intentando abrir una bóveda! La combinación no son números, son direcciones. Primero apunta al Norte y presiona el botón, luego al Oeste y presiona. Si aciertas, el tambor hace un sonido de 'Ding', si fallas, suena una alarma de error.",11,14,3,"Compass, Musical Drum, Switch"
El Tambor del Caminante Veloz,"Crea un compañero de caminata inteligente. Si caminas hacia el Norte (cuesta arriba en el mapa imaginario), el ritmo es lento y pesado. Si giras hacia el Sur (cuesta abajo), el ritmo se acelera para correr. Usa el interruptor para empezar tu ejercicio.",9,12,2,"Compass, Musical Drum, Switch"
La Rueda de la Fortuna Musical,"Un juego de azar para fiestas. Los estudiantes programan una ruleta invisible. Gira con los ojos cerrados y presiona el botón: si caes en el rango 'Noroeste', ganas un solo de batería épico; si caes en 'Sureste', suena un triste platillo roto.",8,10,1,"Compass, Musical Drum, Switch"
El Piloto Automático Ruidoso,"Imagina que pilotas un barco en la niebla y debes mantener el rumbo al Este (90°). Activa el piloto automático con el interruptor. Si tu mano tiembla y te desvías del rumbo, ¡la batería sonará fuertemente para avisarte que corrijas el timón!",10,13,2,"Compass, Musical Drum, Switch"
Compositor de Ritmos en 360 Grados,Convierte tu habitación en un estudio de grabación circular. Apunta a la ventana (Norte) para elegir el Bombo y presiona el botón para grabarlo. Apunta a la puerta (Sur) para elegir la Caja. ¡Construye tu propia canción moviéndote!,12,15,3,"Compass, Musical Drum, Switch"
El Capitán Dice: ¡Al Norte!,"Un juego de reflejos y orientación. El programa selecciona una dirección al azar (por ejemplo, Oeste). El estudiante debe girar rápidamente hacia el Oeste y presionar el botón. Si es rápido y preciso, suena un redoble de victoria; si no, un golpe sordo.",9,12,2,"Compass, Musical Drum, Switch"
Cazadores de Tormentas,"Crea una historia interactiva. Hacia el Norte el mar está tranquilo (silencio o golpes suaves). Al girar hacia el Sur, entras en la tormenta (redobles intensos). Usa el interruptor para simular el trueno de un relámpago en el momento dramático perfecto.",8,11,1,"Compass, Musical Drum, Switch"
El Escenario Invisible,"Los estudiantes diseñarán su propia batería invisible. Podrán decidir que entre 0 y 45 grados está su 'Hi-Hat' y entre 45 y 90 su 'Tom'. Para tocar, deben girar a esa zona y pulsar el interruptor como si golpearan el aire.",10,13,2,"Compass, Musical Drum, Switch"
El Centinela del Castillo,"Protege la entrada de tu fuerte. Coloca el dispositivo apuntando a la puerta. Si alguien mueve la puerta (y el dispositivo gira) o cambia su orientación hacia la zona prohibida mientras el modo 'Guardia' (interruptor) está activo, ¡los tambores sonarán para despertar a los caballeros!",9,12,2,"Compass, Musical Drum, Switch"
El Radar de Zombies,"Estás en un apocalipsis zombie. Tu dispositivo detecta dónde se esconden. Gira lentamente... si el sonido del corazón (tambor) se acelera, ¡estás mirando directo al zombie! Usa el interruptor para 'limpiar' la zona y buscar otro.",10,14,2,"Compass, Musical Drum, Switch"
La Batidora de Sonidos,"Aprende sobre composición musical. Mirando al Norte escuchas solo la base. Al girar al Este, escuchas la base más platillos. Los estudiantes programan cómo se suman los instrumentos según el ángulo, y usan el interruptor para dejar sonando una mezcla favorita.",12,15,3,"Compass, Musical Drum, Switch"
El Maestro Zen del Equilibrio,"Intenta quedarte perfectamente quieto como una estatua mirando al Norte. Activa el modo Zen con el interruptor. Si te balanceas o giras aunque sea un poco, el tambor romperá el silencio indicando que has perdido la concentración.",11,14,2,"Compass, Musical Drum, Switch"
Telégrafo de la Isla Desierta,"Estás náufrago y ves un barco a lo lejos (en una dirección específica). Solo si apuntas tu dispositivo hacia el barco, el interruptor funcionará para enviar señales de SOS con el tambor. Si apuntas al mar vacío, no sonará nada.",10,13,2,"Compass, Musical Drum, Switch"
El Explorador de Cavernas,"Simula que estás en una cueva oscura. Presiona el interruptor para gritar (golpe de tambor) y escucha. Si miras hacia una pared cercana (Norte), el eco es rápido. Si miras hacia el túnel profundo (Sur), el eco tarda más. ¡Usa el sonido para mapear la cueva!",11,14,3,"Compass, Musical Drum, Switch"
Sintonizando la Radio Fantasma,"Gira el dispositivo lentamente como un dial de radio antigua. Entre estaciones escucharás ruido (golpes aleatorios), pero si encuentras el ángulo exacto (ej. 90 grados), escucharás un ritmo de rock claro. Usa el interruptor para memorizar esa frecuencia.",10,13,3,"Compass, Musical Drum, Switch"
Efecto Ping-Pong Musical,"Experimenta con el sonido estéreo. Al girar a la izquierda (Oeste), el tambor suena grave; al girar a la derecha (Este), suena agudo. El interruptor permite cambiar el tipo de percusión para experimentar con diferentes sonidos mientras te mueves.",9,12,1,"Compass, Musical Drum, Switch"
El Columpio Musical,¡Haz música con la gravedad! Mueve el dispositivo como un péndulo. Programa el sistema para que suene un bombo cada vez que pases por el centro (Norte). Intenta mantener un ritmo constante con tu propio movimiento y cambia el sonido con el interruptor.,8,11,2,"Compass, Musical Drum, Switch"
La Danza que Genera Música,"Aquí tú eres la fuente de energía de la banda. Mientras gires y cambies de dirección, la batería sonará con marcha. Si te quedas quieto en una dirección, la música muere. Usa el interruptor para jugar al modo inverso: ¡Quédate quieto para que suene!",9,12,2,"Compass, Musical Drum, Switch"
El Baterista de los Cuatro Vientos,"Conviértete en un músico que toca con el poder del viento. En esta actividad, programarás tu dispositivo para que sea una batería mágica. Si apuntas al Norte y tocas el botón, sonarás como un trueno (Bombo); si apuntas al Este, sonarás como la lluvia (Platillos). ¡Tendrás que girar rápidamente y tocar el botón en el momento justo para mantener el ritmo de la canción!",10,13,2,"Compass, Musical Drum, Touch Button"
Radar de Submarino Ciego,"Imagina que eres el capitán de un submarino en aguas oscuras y necesitas encontrar el camino a casa (el Norte). Programarás el sonar de tu nave: al mantener presionado el botón, escucharás un tambor. Si el tambor suena lento, estás perdido; si el tambor suena muy rápido, ¡vas en la dirección correcta! Usa tu oído para navegar sin ver.",11,14,2,"Compass, Musical Drum, Touch Button"
El Ladrón de la Bóveda Secreta,"Eres un espía intentando abrir una caja fuerte antigua que no usa llaves, sino direcciones. Debes programar el candado digital: Gira al Norte y toca el botón, luego al Oeste y toca otra vez. Si aciertas la combinación secreta de direcciones, los tambores celebrarán tu éxito; si fallas, ¡sonará la alarma de seguridad!",12,15,3,"Compass, Musical Drum, Touch Button"
Simón el Explorador Rítmico,"¡Simón te desafía a moverte! El juego te dirá una dirección mediante un sonido. Debes girar tu cuerpo hacia el Norte, Sur, Este u Oeste y presionar el botón rápidamente. Programaremos el juego para que verifique si tu brújula apunta al lugar correcto cuando tocas el botón. ¿Cuántas direcciones puedes acertar seguidas antes de equivocarte?",10,14,3,"Compass, Musical Drum, Touch Button"
DJ Espacial de 360 Grados,"Convierte tu habitación en un disco de vinilo gigante. Gira hacia un punto, toca el botón y 'deja' un sonido de tambor flotando en el aire. Haz esto en varios puntos. Luego, gira sobre ti mismo como un tornado: cada vez que pases por donde dejaste un sonido, ¡tu dispositivo lo tocará! Crea ritmos invisibles usando solo el espacio y tu movimiento.",13,16,3,"Compass, Musical Drum, Touch Button"
El Maestro del Tiempo,"¿Puedes controlar qué tan rápido pasa el tiempo? En esta actividad, crearás un metrónomo que cambia de velocidad con tu movimiento. Toca el botón para iniciar el 'tic-tac'. Si giras a la derecha, el ritmo se acelerará como un corazón corriendo; si giras a la izquierda, se volverá lento como una tortuga. ¡Úsalo para dirigir a tus amigos en una canción!",11,14,2,"Compass, Musical Drum, Touch Button"
Estatua de Piedra Digital,"¡Juguemos a las estatuas! Mientras mantienes el botón presionado, suena un ritmo funky y puedes bailar. En el momento que sueltes el botón, debes congelarte completamente. Tu dispositivo usará la brújula para detectar si giras aunque sea un poquito. ¡Si te mueves cuando deberías ser de piedra, el tambor te delatará!",9,12,1,"Compass, Musical Drum, Touch Button"
El DJ Tornado,"Vas a crear un efecto de sonido increíble para tu próxima fiesta. Cuando toques el botón, sonará un redoble de tambores infinito. Pero aquí viene la magia: al girar tu cuerpo hacia diferentes lados, cambiarás el estilo del tambor. ¡Norte para rock, Sur para electrónica! Mezcla los estilos girando mientras mantienes el ritmo.",12,15,2,"Compass, Musical Drum, Touch Button"
Cazadores de Tesoros Invisibles,"Hay un tesoro escondido en una dirección secreta, pero no puedes verlo. Solo puedes oírlo. Toca el botón para escuchar el 'latido' del tesoro. Gira despacio: si el latido del tambor se vuelve fuerte y rápido, ¡estás mirando directo al oro! Si se apaga, estás mirando al lugar equivocado. ¡Encuentra la dirección correcta!",10,13,2,"Compass, Musical Drum, Touch Button"
El Laboratorio de Ritmos Matemáticos,"Divide tu habitación en cuatro zonas de música. Al apuntar a una esquina y tocar el botón, sonará un ritmo de marcha militar. Apunta a otra esquina, y cambiará a un vals de tres tiempos. ¡Experimenta girando para mezclar ritmos y descubre cómo las matemáticas crean diferentes tipos de música!",13,16,3,"Compass, Musical Drum, Touch Button"
El Guardián del Sendero,"Imagina que eres un explorador cruzando un desierto sin referencias. Apunta a tu destino y presiona el botón para fijar tu rumbo. Ahora camina (o gira). Si te mantienes en el camino, el dispositivo estará en silencio. Pero si te desvías del camino recto, ¡los tambores empezarán a sonar como alarma para avisarte que corrijas tu dirección!",11,14,2,"Compass, Musical Drum, Touch Button"
Código Morse de la Selva,"Antes de los teléfonos, la gente usaba tambores para enviar mensajes. Vas a crear tu propio telégrafo. Si apuntas a la aldea del Norte, tu botón enviará sonidos agudos. Si apuntas a la aldea del Sur, enviará sonidos graves. ¡Inventa un código secreto con tus amigos para enviar mensajes dependiendo de a dónde mires!",10,13,2,"Compass, Musical Drum, Touch Button"
El Torbellino Humano,"¿Qué tan rápido puedes girar sin marearte? Mantén presionado el botón y empieza a dar vueltas. Usaremos la brújula para medir tu velocidad de giro. Programaremos el tambor para que suene como un motor: lento cuando empiezas, y un redoble frenético cuando giras a máxima velocidad. ¡Ten cuidado de no caerte!",9,12,3,"Compass, Musical Drum, Touch Button"
Tiro al Plato Virtual,"¡Pon a prueba tus reflejos! El juego gritará una dirección: '¡NORTE!'. Tienes que girar tu cuerpo rápidamente hacia allá y disparar pulsando el botón. Si eres rápido y apuntas bien, escucharás un platillo explosivo '¡CRASH!'. Si eres lento o apuntas mal, escucharás un sonido de fallo. ¿Quién tiene la mejor puntería?",10,14,3,"Compass, Musical Drum, Touch Button"
La Banda de los Puntos Cardinales,"Forma una banda con tus amigos. Tú serás el 'Norte' (Bombo) y tu amigo el 'Sur' (Caja). Toquen el botón al mismo tiempo siguiendo un ritmo. Pero cuidado: tu instrumento solo sonará si estás apuntando exactamente a tu dirección asignada. ¡Si te giras, la música se rompe! Trabajen en equipo para mantener el ritmo sonando.",11,15,2,"Compass, Musical Drum, Touch Button"
El Murciélago en la Cueva Oscura,"Los murciélagos ven con el sonido. Tú harás lo mismo. Toca el botón para lanzar un chillido (golpe de tambor). Dependiendo de a dónde mires, el eco cambiará. Si miras al Norte, el eco rebotará rápido; si miras al Sur, resonará como en un túnel largo. ¡Dibuja un mapa de la cueva invisible en tu mente usando solo los ecos!",10,13,2,"Compass, Musical Drum, Touch Button"
Torre de Control Rítmica,"¡Emergencia! Varios aviones (ritmos de batería) se acercan a tu aeropuerto desde distintas direcciones. Debes escuchar o adivinar de dónde vienen, apuntar tu dispositivo hacia ellos y presionar el botón para guiarlos a la pista. Si lo haces bien, el ritmo aterrizará suavemente; si fallas, ¡el ritmo se volverá caótico!",11,14,3,"Compass, Musical Drum, Touch Button"
Maracas Digitales de Alta Tecnología,"Convierte tu dispositivo en un instrumento de percusión sensible. Mantén el botón presionado para activar el sonido. Si te quedas quieto apuntando a un sitio, sonará muy suave. Pero si empiezas a agitar el dispositivo de izquierda a derecha (cambiando la brújula rápidamente), ¡el volumen subirá al máximo! Controla la intensidad de la música con tu energía.",9,12,2,"Compass, Musical Drum, Touch Button"
El Maestro de los Elementos,"Cada dirección tiene un elemento mágico. El Norte es Agua, el Sur es Fuego. Camina por tu habitación y usa el botón para descubrir qué elemento domina en cada rincón. Si apuntas al Norte escucharás gotas (claves), si apuntas al Sur escucharás el fuego (redobles). ¡Encuentra el lugar donde los elementos suenan mejor!",10,13,1,"Compass, Musical Drum, Touch Button"
El Capitán del Desfile,"¡Un, dos, un, dos! Eres el líder del desfile. Toca el botón con cada paso que des. Mientras camines recto hacia tu meta, la banda tocará una marcha perfecta. Pero ten cuidado: si te tuerces del camino, ¡la banda se confundirá y dejará de tocar bien! Mantén el rumbo fijo para que el desfile sea un éxito.",10,14,2,"Compass, Musical Drum, Touch Button"
La Bóveda de los Cuatro Vientos,"Eres un explorador antiguo. Para abrir el templo, debes mirar al Norte y soplar suavemente (simulando el viento del norte). Luego mira al Este y sopla fuerte. Finalmente, toca la tecla 'Do' para abrir la puerta. Si te equivocas, el teclado emite un tono de error.",10,13,2,"Compass, Musical Keyboard, Noise Level"
Entrenamiento Ninja: Pasos de Sombra,"Debes infiltrarte en el palacio. Gira tu cuerpo para elegir el camino seguro (Norte o Sur). ¡Pero cuidado! El suelo cruje. Si el sensor de ruido detecta que respiras fuerte o caminas pesado (Ruido > 10), el teclado tocará una alarma aguda y los guardias te atraparán.",8,12,2,"Compass, Musical Keyboard, Noise Level"
La Flauta Panorámica,"Crea melodías con el aire y el espacio. Sopla al micrófono para activar el sonido. Si miras al Norte, el teclado tocará notas agudas automáticamente. Si giras al Sur mientras soplas, las notas se volverán graves. Toca las teclas para añadir armonías manuales.",9,13,2,"Compass, Musical Keyboard, Noise Level"
Murciélago Ciego,"Estás en una cueva oscura y buscas la salida. Gira (Brújula) y da un aplauso seco (Ruido). Si estás mirando hacia la salida, el teclado responderá con un acorde armonioso (el eco). Si miras a una pared, sonará una nota disonante.",10,14,3,"Compass, Musical Keyboard, Noise Level"
El Capitán Ruidoso,"Sigue las órdenes en pantalla. Si aparece 'NORTE', gira rápido. Si aparece 'GRITA', haz ruido fuerte. Si aparece 'PIANO', toca una tecla. El teclado sonará con una fanfarria si completas la secuencia a tiempo.",7,10,1,"Compass, Musical Keyboard, Noise Level"
Fotógrafo de Naturaleza,"Busca el León Raro. El radar te dice que está al Noroeste. Gira hacia allá (Compass). Pero el León es tímido: si tus compañeros de clase hacen ruido (Nivel de Ruido > 30), el León huirá. Pide silencio, apunta y presiona una tecla para 'tomar la foto' (suena obturador).",9,12,2,"Compass, Musical Keyboard, Noise Level"
Academia de Magia Elemental,"Prepara tu varita. Apunta al Norte para seleccionar 'Hielo'. Carga tu maná haciendo un sonido continuo 'Ommm' (Nivel de Ruido constante). Cuando la barra esté llena, presiona la tecla final para lanzar el hechizo y escuchar el sonido mágico.",8,11,1,"Compass, Musical Keyboard, Noise Level"
Torre de Control en Tormenta,"Un avión se acerca desde el Este. Debes guiarlo. Gira al Este (Compass). Si hay mucho ruido en el aula (tormenta), la señal falla. Espera a que baje el ruido y transmite el código de aterrizaje 'Do-Re-Mi' en el teclado.",11,14,3,"Compass, Musical Keyboard, Noise Level"
La Brújula Cantarina,"Apunta al Norte: eso corresponde a la nota 'Do'. Canta o tararea fuerte para activar el sistema (Noise Level). Mientras cantas, toca la tecla 'Do'. Si la dirección, tu voz y la tecla coinciden, desbloqueas el siguiente nivel.",10,13,2,"Compass, Musical Keyboard, Noise Level"
Estatuas Cardinales,"Baila y haz ruido mientras tocas teclas al azar. De repente, la pantalla dice '¡NORTE!'. Debes callarte inmediatamente (Noise Level 0) y mirar al Norte (Compass). Si lo logras en 2 segundos, el teclado toca una melodía de victoria.",6,9,1,"Compass, Musical Keyboard, Noise Level"
El Robot Interrogador,"Sostén el dispositivo apuntando a tu amigo (Norte). Hazle una pregunta. Si responde gritando (Ruido alto) o si tú tiemblas y desvías la brújula (Compass inestable), la máquina detecta 'Mentira' y debes tocar una tecla grave para sentenciarlo.",9,12,2,"Compass, Musical Keyboard, Noise Level"
